step	inflow	LPA	LPA1	LPA1_1	LPA1_1_1	LPA1_1_2	LPA1_1_2_1	LPA1_1_2_2	LPA1_1_3	LPA1_2	LPA1_3	LPA1_3_1	LPA1_3_2	LPA1_4	LPA1_4_1	LPA2	LPA2_3	LPA3	LPA3_1	LPA3_1_1	LPA3_2	LPA3_2_1	LPA3_3	LPA3_4	LPA4	LPA5	LPA5_1	LPA6	LPA6_1	LPA7	LPA7_1	LPA8	LPA9	LPA9_1	LPA9_2	LPA10	LPA10_1	LPA10_1_1	LPA10_1_2	LPA10_2	LPA10_3	LPA_1	LPA_1_1	LPA_1_1_1	LPA_1_2	LPA_1_2_1	LPA_1_3	LPA_1_4	LPA_1_5	LPA_1_6	LPA_1_7	RPA	RPA1	RPA1_1	RPA1_1_1	RPA1_1_2_2	RPA1_1_3	RPA1_1_4	RPA1_2	RPA1_2_1	RPA1_2_2	RPA1_3	RPA1_4	RPA1_4_1	RPA1_4_1_1	RPA1_4_1_1_1	RPA1_4_1_2	RPA1_4_1_2_1	RPA1_4_2	RPA1_4_2_1	RPA1_4_3	RPA3	RPA3_1	RPA3_2	RPA3_3	RPA3_4	RPA3_5	RPA4	RPA4_1	RPA4_2	RPA4_2_1	RPA4_3	RPA5	RPA5_1	RPA5_1_1	RPA6	RPA6_1	RPA6_1_1	RPA6_1_2	RPA6_2	RPA7	RPA7_1	RPA8	RPA9	RPA10	RPA10_1	RPA11	RPA12	RPA12_1	RPA12_2	RPA12_3	RPA13	RPA14	RPA15	RPA_1	RPA_1_1	RPA_1_1_1	
00000	35526.1114169281	15796.282445405088	18868.04831909089	16586.901347972605	15218.323688921653	15708.354384957658	16255.641047771114	15829.220137487388	18357.439850384148	17557.111812733165	20005.18409274737	20257.295753443406	20241.08558877955	19662.99164039531	20531.47660678643	21628.471552311923	18497.956449510566	18005.85638629911	17339.96229321639	16963.866051252462	18501.418329006145	17243.764549774733	17663.27700857415	16312.257479773174	21349.273344958212	15974.05398137453	16520.43341124708	19591.63461465271	19239.668780053427	17626.639917477783	17596.939461362203	18165.557050630217	21066.560376745696	20629.785744197172	18249.80954391892	17120.088607005702	17379.956692239462	16881.374948530018	16885.426018318565	14854.29453795255	17253.947240541478	15449.016026340989	16433.963876839935	16563.542077521604	15906.970936833022	15666.632108932285	14740.668539857334	17523.2863593896	16668.03678831257	14636.15653734021	15522.612374704453	15468.231228299814	15763.097654968842	15129.477017840505	15499.55905807803	14813.764490498335	16066.813038293361	16280.319626754937	17330.691594583743	15196.779684282772	17516.08721163645	16184.412101910828	21137.530588142665	20240.044762954793	19761.732289889474	20115.009522370012	17479.801831723027	18572.204910115375	18831.7152058083	18012.3512038657	20134.904438363057	15762.807327456172	16916.977297716836	16007.410372229193	15207.991289707423	15873.728700163845	15136.529974640744	18485.57620477096	16259.47782297114	17930.981576786206	18128.427000540167	18836.941954821257	19280.81738864024	18867.746292110052	17558.846903583748	16494.656557238446	17350.382434438397	17411.122867412545	16859.99409195993	16412.664482415395	17758.782354374845	16936.322744304034	17885.146523276373	17709.94483398041	16737.84337637494	16761.552619619557	16517.60929953142	14682.734895898267	14792.535337046285	15345.743208871709	14775.99645027375	16302.60442705503	15405.610552403312	14990.221875212166	16633.558051249605	16990.250573457128	16206.330781414994	
00100	46910.249545636005	19346.21813470612	21746.360983968792	19522.956245244048	16693.81931866049	17163.82971149706	17338.98964311915	17267.632126639757	18282.839769510716	18699.346660754694	22005.124324615797	21924.174851625587	21581.81901665427	22601.347561191596	21869.88746506986	21163.95103411702	20251.517059830807	23274.196834538172	19559.911665926502	17516.377373912204	22549.405153924305	18740.85243473431	21620.707113369324	18580.491019526893	21723.248511815284	20341.355363846378	17965.917558091573	21712.689210275927	21194.956331255566	20560.987357173086	20729.482084149702	21897.167474637594	25536.025657681064	23182.081807848765	19804.779832287644	20420.90105900151	19922.103032943778	17398.173350901754	17072.709546503836	15741.191083603795	19471.264809672568	18779.932853999027	18845.573881817534	18310.23772813654	17849.77989192135	16856.05811488442	15124.944277307903	19752.795650368527	19134.069865394245	15635.411975779323	16190.641213493622	19669.067022374067	17587.0504263693	17513.187411573897	17170.05759471579	16170.53432682802	18434.13773684908	17117.54599931515	19219.544691412095	16194.733013040493	18935.671288718695	17484.18067940552	25065.92642311629	25849.33117026303	21962.631258808695	22914.386902962513	20382.621980676326	22220.85702978267	21508.478833655365	20038.843580771474	22881.062030134315	19456.8502329635	16796.02127934804	16403.681472187367	16462.15202638858	17533.255689058806	17320.478106508875	22115.453860079288	18118.427609916715	22691.614234875444	20399.86210355737	20594.326924482782	24499.62103047741	22211.958482659757	19494.00764732344	19438.673442519987	19235.48223651658	19425.598845744953	18429.080079630105	16844.66730258792	21967.184369160776	19846.10835718774	20220.89896876842	20488.455872979077	21170.826733620277	19274.854833473997	19260.233329328366	15729.45707517766	15584.474649510275	16275.921355173468	14862.067324469046	18920.512661667213	17673.518385182288	15836.7298526716	18113.3701360329	18446.718623702895	17469.606388595566	
00200	46479.762150965835	20677.625346992445	26243.234470474174	20734.009403196	17455.0026853412	18783.805999712935	19343.42886117464	19001.321897073667	23159.87100687424	21965.783774692678	26300.422108385006	26619.85123987508	26703.192362900576	27458.273033190464	28343.87125748503	30327.782140963158	23301.302757686506	25711.351825376052	22536.658154768516	20825.389297562382	25914.472125913144	21291.259149540212	21889.431168624964	20707.434147151638	31051.14990078768	20419.577822697083	21413.104083596867	26852.608639391055	25804.76345503117	25564.70694033009	24689.12735363464	26952.24551280536	31669.228970444947	29356.877871500357	23093.971856901542	22992.705434656113	22532.481349496582	20396.70176233221	20153.94873035967	15939.522051978767	22798.08477959042	19310.542762107954	21700.81323330726	21660.66610491592	19159.86962444939	18213.12530066452	15986.067472706287	23962.604899823524	21130.43821978734	16388.0201518598	18624.652302773986	21545.351096517985	19109.757680113697	18495.09486179647	18664.04798217115	17414.27355278093	20563.76334967537	19685.521344595367	22100.325048359427	17357.112709259647	21790.01371174454	19416.458351026184	30429.430379497677	29988.40910379587	27110.06423855797	27978.40118651753	23299.030394524958	25207.563429031394	25446.084138415597	22928.748666999916	27969.500298826715	20699.20740455201	19956.622792833583	18583.405018820577	17416.859587334857	19523.204442017115	18843.239391377854	25123.31043332799	19608.23649041255	25124.745195729538	24110.19453661548	24759.792601798377	28181.285845588234	25899.42862656448	22479.33745689009	20094.752409594897	20526.626373082632	21054.41173492634	19495.146737734394	18844.285003317847	23085.7181411975	21400.938118178223	23197.21764879199	22438.145680013906	23749.9887852702	21851.251704213468	20926.079802955664	17326.275651415035	16757.870846936818	17578.407238783195	16933.875007520608	21517.816940187662	19348.9889649775	18371.21902369475	19617.947259004835	21232.750955761876	19305.79197465681	
00300	50517.853428998635	23091.555467225866	29613.867466347994	21856.984291770845	18350.787436815503	19925.843117554185	20218.97402149053	19727.574104439962	24675.86413263243	23288.482539294233	27134.871361552978	28715.223812071516	28249.397488888506	29607.24876908363	30800.67133732535	33436.77054976135	25855.563881718506	27576.520126457384	23243.071721994005	21820.702245300254	28571.01177210495	24056.129482194658	25766.594331533823	21729.23800033217	33587.88828092117	22950.44011695062	22712.307300976212	29510.405632730733	27905.302902938558	27977.499682606856	26979.909175439177	28233.115567432073	34520.67408249431	32648.61073223259	25001.189400337837	26161.386291167226	23538.57825119435	21386.591740097178	21271.69457889642	17063.298311822276	25391.533958116393	20524.038705125404	23214.29271848112	23196.746961167486	20474.907338449662	19331.03875005096	16815.048721878487	25335.500934288386	23936.19872757798	16914.874955947842	19865.887775150688	23432.15818256442	20568.97974745818	19652.957175885986	19615.35456327364	18580.137307312074	21753.127269113556	20184.71678461363	23185.037227636047	17992.62084091791	23066.984682375467	20557.502158527954	32764.727777340366	32891.71223814774	29332.065202878126	30164.115553204352	24609.303492351046	27979.942956801722	27285.09052052228	24709.511642922604	29981.67566292347	22305.05145308886	21460.06584308906	19723.41555834379	17803.87700792001	20767.95539777899	19874.639898562975	26966.937555856	20874.161727677707	27502.595893785932	25567.098618720578	26971.624095328603	30513.153892263428	27445.25020675966	24153.69815564553	22196.948800637725	22683.32716476992	22921.957171062622	21650.74158746468	20241.56602521566	25493.158436916074	23488.11298843352	24972.444961697114	24859.854030248593	25541.53605930177	23705.79828604817	23068.748383996153	17855.824385986783	17397.006913769925	18600.579178960223	18271.299109560194	22744.161938919682	20821.120367834086	19903.397854572613	21186.86247570841	22576.484434735117	20432.97201689546	
00400	44200.761524451504	24502.20221387626	29691.451263782103	22795.222306772474	18875.645034751476	20276.28304865796	20501.902515858976	20196.70733476287	24588.617367569754	23822.340544920797	27091.656101375032	28623.33677570268	28158.2573024575	29603.186815911587	30610.116087824354	32871.96777696406	26773.30188872134	27762.256257425342	22913.956297879427	21597.024712726572	29155.0486526584	25007.583842498305	28551.13955223881	22492.521389422738	32598.735493957072	25321.651368033497	24162.732215041935	30085.14003805899	28228.956224398935	28517.550624206517	27602.800418423936	28258.199044623645	34453.191783046444	32841.70208183776	25509.784869691117	26797.029093448153	23494.262087424722	22014.511858684018	21613.996351180285	18584.0606083478	26527.847159551082	21580.371932064445	23857.798158287707	23592.05407149772	20717.04611507198	19678.566146194302	17110.86622769673	25378.00944669366	24898.101941032663	17513.079261846025	20051.285890306037	24767.631698632264	20821.368399475235	20081.869405431516	19826.03756410601	18937.586027607926	21915.995130515435	20502.042831868508	23167.80754772072	18458.737011727495	23352.14780272382	20894.9491507431	32570.703920951106	32884.87635848165	29568.339885765152	30185.010504836755	24923.367703301126	28629.20138180843	27659.408630481877	25224.1856202616	30148.745462552295	23230.46746891027	21843.14203479723	20136.2817231284	18301.105451234387	21264.751319861643	20729.50701606086	28389.711084122002	21918.966153399186	28942.37350123186	27018.71741646732	27695.107390891146	31593.336117327366	28225.820036389698	24986.780326885593	23072.84502500181	23813.44834240475	23789.928669062927	22786.69258926278	20841.11006967485	27139.942416118283	24581.5128813796	25328.155303476728	25819.054934229585	26907.731539933044	24714.706615594365	23953.660434939327	18336.374230145866	17524.497983483772	19323.62076508292	18455.870525239156	23410.350722747527	21484.697189069328	20863.491683074204	21941.376869887466	22949.057564172585	20387.801478352692	
00500	36225.95424238972	24333.885559098293	27473.671394106106	22914.111751277313	19153.595540227467	19920.776919764605	19955.680705994047	19775.00996468214	23401.242148537538	23427.616262002324	25734.377751415475	26917.068756143384	26494.580530238833	27586.926392972266	28481.81508982036	30089.54713502866	26067.24031998364	26336.88832282878	22466.14966137449	21267.352757344102	27582.21634871233	24578.067456643832	26570.049857097496	22151.065437634945	29803.62467680837	25045.432590961595	24224.23764608827	28195.87044719315	26945.83038290294	26515.04792636479	26176.0107262644	26582.331189254382	31537.53481649886	30501.260020339792	24785.333946669885	25756.575258931683	22856.859385941705	21300.351313513962	21104.62867674436	18993.80197247591	25633.944290177024	21798.010045861545	22969.305553580314	22584.394635877943	21669.48122246946	19835.54572139101	17335.112675256853	24051.238658777125	23719.176578009483	18550.561817191556	20059.344866628926	23793.855150916814	20417.17472941948	19900.23058076538	19739.446392610695	18852.03591959284	21554.41079236783	20108.702659513758	22040.373079309466	18280.268419324995	22410.203545288903	20537.660721868364	29923.24147704905	30106.00242557883	27684.95994362436	28164.882708585246	24282.17864331723	27049.800657365173	26239.758241114818	24353.56454636341	28168.444025038534	22756.679432172426	21287.865856024833	19807.295357590963	18438.449000979264	21061.309530311308	20737.377345731195	27310.412200096245	21730.146813867905	27646.80583082398	26299.784744193224	26417.838511587106	29791.7803442029	27071.594640789543	24423.473609236768	23077.610611880085	23281.877585353788	23333.461043892068	22427.99749550475	20769.63926675514	26638.48580713299	24940.116130233422	24394.255598114323	25191.076374804423	25434.51214729794	24127.647406349413	23570.461876727142	18426.37428001496	17379.872959477627	19038.133584291383	18528.611064316225	23052.181574466544	21345.855435987738	21056.440355760744	21772.999322095176	22087.052976515566	19837.379883843718	
00600	27678.79050330498	23000.096985999982	24441.38959662691	21501.582182845963	18536.766743892167	19208.021587483854	19274.42407111725	19177.454717457116	21588.62053511255	21988.315821662283	23521.960075492043	24294.163442037552	24000.740397419715	24801.606992313416	25310.907065868265	26281.89552766484	24155.816316098855	24468.28567688931	21369.47123070945	20499.236117121014	24993.650271725986	23046.178979201384	24343.927993013658	21418.43037464114	25931.603872286694	23618.60832370777	22803.630193867728	25248.661179828734	24539.622653606413	23952.660442234446	23881.92611164613	24359.61607586256	27422.039623254303	26946.036880832733	23137.290450048262	23818.82534621203	21286.628452716264	20474.48884130775	20326.29715540993	18837.41074798098	23456.229752400788	20716.077359853512	21337.30985564958	21134.28954067912	20913.552972162935	19299.64719311835	17438.336512081132	22040.334319526628	22041.8905186887	18704.159645019703	19639.840620733292	21978.83257717778	19447.66748660763	19477.425411504883	19199.192787906453	18585.56501043536	20282.33639194382	18962.893020203173	20508.855797656848	17837.582584822892	20854.484790463543	19505.837154989385	26239.437347452957	26472.256670341787	24762.525183591722	25288.75426995163	22584.455968196457	24686.42732760934	23893.969670355407	22740.3187328168	25160.482495045766	21480.1192136225	20030.710626738244	19040.090171476368	18257.353050320406	20231.392590569816	20167.070262045647	24904.54939389079	20637.956517528568	25184.199178757186	24494.94856856239	24188.276409094233	26609.95512308184	24908.891547664993	23026.64642375169	22183.84660724207	22072.565264720437	22156.005973776137	21436.350565116874	19980.77728931652	24579.06812901129	23588.035769973703	23113.017913965825	23377.73703424697	23548.96893830703	22414.25384665325	22367.031479034005	18026.003790051112	16729.962934511233	18380.182114152	17670.288430299017	21734.803608303446	20118.73209417596	20165.609002647834	20709.58358566457	20672.42534134353	18862.90232312566	
00700	20680.754526065768	21007.100617066444	20806.965096615633	19289.611099032503	17650.63152906487	18186.865193052963	18163.17235575886	18147.454780524724	19278.48783528777	19913.630680080725	20645.666325155027	21045.077092483607	20774.740674126213	21273.0943997733	21348.46858283433	21774.55455945857	21316.495642395275	21437.95928394515	19490.387989896746	19102.49084090581	21741.8725548693	20737.966672838364	22117.94588758336	19964.42090777517	21521.600204437495	21180.977692751952	20727.138017324352	21549.595756422455	21300.485485307214	20963.284490055015	21154.3860458938	21453.009648355288	22577.655927249107	22422.13298636037	20740.86350748069	20819.358384731757	19648.699724560778	18852.440088940133	18811.316553727007	18054.29690291091	20649.87096494273	19506.894199270922	19765.14331934864	19592.663415683604	19355.201103492123	18485.91630315137	17184.180696675558	19898.254126440363	19911.825159789107	18163.732323070515	18720.579573079358	20098.78185004825	17981.37255384279	18463.03569826426	18142.69317724136	17869.02464208561	18611.378395388896	17778.87033443671	18674.260739443045	17095.980185610697	18873.491121336585	18115.25958952583	21898.840996771905	22148.487415341	21084.522068095837	21442.274032648125	20302.24537037037	21624.301824523747	20766.68552022952	20406.46861201366	21487.28542669309	19612.174085743976	18554.48851950068	17959.368966959428	17459.951431958354	18780.585426906975	18957.552189349113	21597.481495909622	19159.899089676546	21831.00172460991	21259.11243151478	21066.256012866437	22445.31674925405	21604.224844241053	20590.75026240816	20258.793173418362	20034.223008411678	20082.922138409358	19813.390701258668	18597.320670205703	21662.63733853278	21031.19756103237	20749.56051856217	21005.85159645361	21374.90286944046	20590.191456209828	20422.260915535266	17385.517578855506	16536.46811983868	17616.147344592533	17103.16491185849	19785.524653117416	18920.589982390924	18830.868354946026	18810.965878790616	18732.939923539052	17593.263727560716	
00800	16594.93047897303	18850.683254982512	17444.62830601339	17111.894064572236	16510.169281802864	16872.110463614183	16781.433003926984	16848.65987638749	16853.841926135596	17513.058283897008	17469.227468320303	17465.626469746552	17346.700897566712	17620.91318054621	17497.805748502997	17507.674360463647	17931.913486850513	18511.1664686575	17637.55158487843	17384.45367565748	18488.29568947445	18173.159538357097	19002.803334391872	18094.271122499824	17550.91076904576	18827.135558042162	18657.444768321187	17824.73368220742	17802.02201246661	18131.026184934406	18252.48115431873	18516.244283113014	17959.923936342966	17971.503439818138	17805.385346283783	17915.69996508786	17546.627814693205	17214.25158527547	17204.177265619182	16986.680328075076	17791.66134444059	17930.863658507908	17838.453317215386	17759.840331313422	17734.25934335407	17291.08561294794	16499.598588484605	17746.130229419705	17919.606933521838	17012.529170537917	17420.219421226146	18669.377641460247	16437.050699682957	17082.12279581766	16910.94409687727	16765.469774083704	16829.177620246457	16416.500171213334	16741.1924157816	16051.277819223538	16753.32790834131	16513.13103326256	17655.552889536255	17920.572814616477	17474.137526889695	17626.44626662636	17755.933121980677	18189.93576603166	17545.826160782246	17674.235670249105	17609.838130288448	17590.602420138774	16761.786301015458	16568.444918444166	16477.99987973955	17060.184917167306	17380.555536770924	18207.38364765462	17209.386403253924	18539.29652340542	18205.574967204262	17803.858907814898	18340.204203964196	18117.753404642444	17812.49985005248	18011.189603111336	17802.955071746663	17775.71325874551	17729.739982019008	17035.868281353683	18369.625591030952	18044.30305569131	17789.274042427816	18168.44683316915	18500.440435198467	18133.023177303123	18103.57899795747	16802.793965839668	16171.930766276168	16652.885669956253	16716.803561759218	17749.228634568706	17916.67247114068	17919.495756670516	16694.066751028156	16677.183069361003	16111.961457233368	
00900	16423.010983114385	16818.39473344964	15120.71721043494	15298.899391238177	15241.807866470095	15464.878857470936	15350.702067060804	15450.771852926338	15002.320494675832	15330.114778912604	14842.041585332974	14682.166838785133	14727.971654877816	14892.763912011618	14745.10147704591	14808.327634536223	15061.202775576965	16102.223193250238	15780.025133229712	15731.58060483677	15821.979826159875	15825.763438869346	16228.132041918072	16178.729019859067	15013.824785039986	16748.476934738665	16587.836188642927	15050.853625118934	15019.972252894035	15895.276661024121	15976.241058678976	16057.36335043867	14882.015037349787	14877.808895668819	15123.620203909266	15723.857814500174	15621.493300757847	15533.965906283456	15500.14491026882	15617.096258837144	15554.17271202129	16272.18833470526	16098.849356467324	16092.577611244576	16130.907588211252	15971.293305882835	15691.224423378933	15866.007837641442	16142.155694972165	15860.355685131195	16061.89709947051	16887.796847441456	15154.670001093253	15691.87825666862	15581.403619472117	15543.51682472264	15342.136511196502	15157.649497774228	15104.617650279208	15002.309569991943	15032.418053796979	15188.158209483368	14706.09631131407	14956.938226492359	14843.862250574883	14809.43984280532	15409.790609903383	15320.989643144621	15089.471807482874	15236.118824460551	14766.58488251392	15891.93857473268	15292.892309682426	15298.68573818486	15495.593880461112	15574.421399963592	15846.816162299237	15498.992827516671	15367.872506294789	15764.41264713934	15602.353846747434	15272.813729073763	15338.517969416027	15313.951590671004	15383.89998500525	15991.669323864046	15674.169025235033	15742.63119526148	15718.042961726174	15402.873009289979	15670.894873669673	15708.315320347227	15567.583618149676	15775.361302659789	16255.332161645145	16073.15912484581	16093.862309263488	16106.750068570003	15677.762819281737	15810.772993183438	16119.39329763552	16289.155164293736	16592.917563425293	16639.986353452372	15022.279432367695	14993.16286182414	14821.51979936642	
