step	inflow	LPA	LPA1	LPA1_1	LPA1_1_1	LPA1_1_2	LPA1_1_2_1	LPA1_1_2_2	LPA1_1_3	LPA1_2	LPA1_3	LPA1_3_1	LPA1_3_2	LPA1_4	LPA1_4_1	LPA2	LPA2_3	LPA3	LPA3_1	LPA3_1_1	LPA3_2	LPA3_2_1	LPA3_3	LPA3_4	LPA4	LPA5	LPA5_1	LPA6	LPA6_1	LPA7	LPA7_1	LPA8	LPA9	LPA9_1	LPA9_2	LPA10	LPA10_1	LPA10_1_1	LPA10_1_2	LPA10_2	LPA10_3	LPA_1	LPA_1_1	LPA_1_1_1	LPA_1_2	LPA_1_2_1	LPA_1_3	LPA_1_4	LPA_1_5	LPA_1_6	LPA_1_7	RPA	RPA1	RPA1_1	RPA1_1_1	RPA1_1_2_2	RPA1_1_3	RPA1_1_4	RPA1_2	RPA1_2_1	RPA1_2_2	RPA1_3	RPA1_4	RPA1_4_1	RPA1_4_1_1	RPA1_4_1_1_1	RPA1_4_1_2	RPA1_4_1_2_1	RPA1_4_2	RPA1_4_2_1	RPA1_4_3	RPA3	RPA3_1	RPA3_2	RPA3_3	RPA3_4	RPA3_5	RPA4	RPA4_1	RPA4_2	RPA4_2_1	RPA4_3	RPA5	RPA5_1	RPA5_1_1	RPA6	RPA6_1	RPA6_1_1	RPA6_1_2	RPA6_2	RPA7	RPA7_1	RPA8	RPA9	RPA10	RPA10_1	RPA11	RPA12	RPA12_1	RPA12_2	RPA12_3	RPA13	RPA14	RPA15	RPA_1	RPA_1_1	RPA_1_1_1	
01000	-23.049131	1.005445	0.188182	0.068309	0.080371	0.169418	0.146407	0.163183	0.090530	0.182596	0.422149	0.542839	0.296129	0.129020	0.114900	0.087834	0.220387	0.242629	0.340947	0.160812	0.331019	0.057701	0.154543	0.213029	0.038398	0.225968	0.173241	0.196819	0.103779	0.010652	0.112033	0.165385	0.186935	0.208212	0.084036	0.351204	0.308704	0.083244	0.093425	0.090933	0.076124	0.162946	0.104218	0.169468	0.242186	0.388684	0.290135	0.082707	0.234218	0.221092	0.124946	0.456703	0.141481	0.254441	0.048552	0.090926	0.133038	0.146139	0.152272	0.114154	0.118320	0.102008	0.117138	0.093362	0.030704	0.100375	0.033547	0.001605	0.014453	0.054768	0.070523	0.236752	0.014266	0.057430	0.228733	0.067868	0.111166	0.003200	-0.009371	-0.009411	-0.062581	-0.082516	0.117638	0.034452	0.008351	0.291017	0.034489	0.076164	0.062786	0.033132	0.107191	0.117904	0.255814	0.080297	0.351553	0.083852	0.190718	0.680045	0.146320	0.377216	0.286737	0.238195	0.462037	0.070442	0.074604	0.038604	0.017994	
01100	-36.677464	1.248091	0.495146	0.111812	0.119483	0.172762	0.149772	0.165618	0.326303	0.646424	1.541403	1.440593	0.904724	0.442079	0.392684	0.621766	0.529832	0.365882	0.702529	0.211699	0.686803	0.111651	0.495402	0.281415	0.231111	0.308911	0.247831	0.773867	0.405014	0.129763	0.253432	0.259331	0.563059	0.596466	0.423155	0.267008	0.585626	0.272092	0.223106	0.052952	0.306011	0.268382	0.146692	0.220256	0.194878	0.411160	0.349390	0.161453	0.349271	0.114386	0.221867	0.199561	0.226647	0.253227	0.170312	0.120752	0.204793	0.257477	0.251514	0.196897	0.323773	0.216107	0.986520	0.583947	0.213576	0.437942	0.230962	0.934059	0.224772	0.549002	0.505805	0.353715	0.104935	0.072424	0.212610	0.115646	0.139298	0.474367	0.100185	0.430796	0.255804	0.157161	1.128972	0.480691	0.129342	0.573130	0.254907	0.196609	0.150121	0.115389	0.726778	0.426534	0.500768	0.281976	0.407028	0.180842	0.522708	0.427520	0.106415	0.443772	0.107384	0.291491	0.506772	-0.007286	0.169245	0.084750	0.021898	
01200	-41.923672	1.659612	0.618955	0.234831	0.257987	0.272547	0.186849	0.210803	0.349124	0.823455	1.532877	1.383308	1.023742	0.471755	0.441416	0.695160	0.562937	0.577894	0.816178	0.241990	0.735683	0.207159	0.700201	0.444657	0.303225	0.514125	0.355949	0.847169	0.450571	0.250521	0.362670	0.505148	0.581519	0.601147	0.484905	0.332671	0.697465	0.275586	0.277635	0.158346	0.373537	0.214572	0.275067	0.289683	0.246054	0.358613	0.311215	0.211360	0.367987	0.209088	0.317529	0.436893	0.283694	0.416153	0.320504	0.175180	0.259251	0.317715	0.317241	0.230668	0.419132	0.309032	1.070187	0.629285	0.260997	0.533993	0.307353	1.273598	0.318955	0.744718	0.608196	0.434285	0.178931	0.112853	0.338164	0.164401	0.174980	0.674186	0.180206	0.572550	0.378424	0.235309	1.358686	0.640297	0.224503	0.858049	0.325615	0.291555	0.219935	0.156140	0.950703	0.517740	0.535052	0.357203	0.716202	0.272819	0.559871	0.464198	0.035761	0.335675	0.092648	0.203548	0.517561	0.048066	0.212201	0.107847	0.043201	
01300	-34.488735	1.943936	0.388337	0.135892	0.175061	0.258317	0.151133	0.172164	0.234622	0.573226	0.766111	0.692913	0.498972	0.265048	0.251872	0.392639	0.337761	0.565289	0.609194	0.197582	0.643165	0.190035	0.681512	0.453522	0.114771	0.341484	0.241612	0.474015	0.280775	0.148831	0.239674	0.269114	0.304126	0.320625	0.339788	0.487879	0.549371	0.208414	0.202245	0.169217	0.309364	0.454499	0.215045	0.207415	0.292201	0.370053	0.243874	0.134717	0.235836	0.168680	0.219315	1.002893	0.232356	0.466656	0.171394	0.203046	0.209378	0.236175	0.202190	0.192943	0.272458	0.215365	0.542902	0.372851	0.163261	0.290564	0.211751	0.878039	0.200145	0.523672	0.372964	0.411168	0.088625	0.072553	0.287781	0.124983	0.187051	0.373823	0.117645	0.343758	0.194001	0.177531	0.741208	0.363321	0.136596	0.784272	0.218356	0.187200	0.152208	0.108273	0.584605	0.368895	0.263769	0.204202	0.474760	0.174596	0.407341	0.464416	-0.031248	0.287283	0.131993	0.097726	0.554301	0.185002	0.157971	0.080907	0.043049	
01400	-24.305761	1.667317	0.190496	0.076813	0.135211	0.152031	0.068426	0.100459	0.082839	0.302021	0.288882	0.274723	0.187387	0.092134	0.064377	0.091379	0.181156	0.280521	0.410259	0.117199	0.361673	0.098569	0.311441	0.293963	0.069027	0.481008	0.265552	0.198764	0.107050	0.090072	0.143124	0.251160	0.127666	0.127465	0.155473	0.194232	0.315408	0.139905	0.122855	0.150241	0.179689	0.377996	0.146217	0.116435	0.220329	0.281408	0.196420	0.086727	0.183054	0.150576	0.167017	0.701029	0.171452	0.344732	0.195597	0.183301	0.157195	0.148626	0.102500	0.142282	0.148599	0.156711	0.254188	0.166266	0.055461	0.115962	0.151131	0.434329	0.087773	0.275388	0.158847	0.305586	0.069730	0.057685	0.190787	0.088521	0.143650	0.241846	0.100506	0.196238	0.146323	0.060595	0.424421	0.225940	0.094604	0.633601	0.180934	0.190481	0.149844	0.083776	0.439923	0.239167	0.196919	0.182867	0.339994	0.137783	0.301433	0.361522	0.012903	0.195784	0.103554	0.165882	0.567637	0.134575	0.093910	0.040823	0.020702	
01500	-16.854558	1.345004	0.118703	0.029906	0.067941	0.105739	0.060763	0.089457	0.089995	0.168146	0.211189	0.200694	0.144026	0.052965	0.052323	0.084713	0.106230	0.175500	0.261748	0.057337	0.156436	0.033763	0.198154	0.174052	0.071893	0.277472	0.171887	0.117168	0.068450	0.097754	0.137488	0.178323	0.063989	0.077460	0.065384	0.170865	0.192906	0.071578	0.105822	0.170908	0.087631	0.365825	0.125066	0.145635	0.168979	0.197927	0.247675	0.049361	0.108974	0.158371	0.151241	0.522030	0.099087	0.301589	0.176252	0.148593	0.121674	0.117800	0.061559	0.085023	0.099669	0.124798	0.097868	0.087636	0.030207	0.051100	0.078760	0.203976	0.055972	0.127183	0.063119	0.227837	0.044577	0.038662	0.232362	0.077062	0.121817	0.103929	0.066727	0.134025	0.086939	0.040513	0.227818	0.110157	0.040766	0.387309	0.071573	0.095107	0.047656	0.037903	0.181540	0.125159	0.135135	0.075429	0.157606	0.081066	0.182412	0.287942	0.020942	0.110955	0.036396	0.130072	0.364477	0.091173	0.049313	0.021127	0.007651	
01600	-15.477592	1.133166	0.188362	0.037745	0.101593	0.087823	0.070654	0.091514	0.155459	0.210088	0.485196	0.449078	0.316243	0.139816	0.152981	0.258706	0.184533	0.231400	0.277190	0.080330	0.294713	0.038458	0.261343	0.100239	0.105795	0.241847	0.184984	0.227884	0.145087	0.073628	0.118260	0.254096	0.162192	0.179606	0.139060	0.114823	0.240850	0.080232	0.095625	0.103123	0.106664	0.355998	0.091794	0.094868	0.163883	0.150780	0.182146	0.099151	0.159579	0.093972	0.129517	0.445949	0.098819	0.207558	0.088537	0.107343	0.122184	0.151270	0.127017	0.091124	0.160979	0.129865	0.285682	0.158560	0.076271	0.157327	0.089855	0.298218	0.082235	0.187502	0.155398	0.238085	0.074905	0.056111	0.204840	0.092525	0.118769	0.201167	0.059188	0.150257	0.104138	0.075968	0.368724	0.183514	0.055729	0.334153	0.067841	0.110835	0.045247	0.048413	0.254235	0.165673	0.188614	0.044614	0.198817	0.059756	0.131960	0.158000	0.074410	0.089124	0.014149	0.154061	0.291554	0.076916	0.067709	0.033177	0.011243	
01700	-17.010991	0.778210	0.161429	0.066688	0.035208	0.053332	0.078410	0.115893	0.118892	0.205039	0.427023	0.325060	0.245085	0.120808	0.128252	0.211092	0.159681	0.240507	0.274865	0.081160	0.298267	0.067372	0.314289	0.098575	0.107646	0.212136	0.101892	0.195691	0.117234	0.086800	0.114478	0.198619	0.141325	0.138066	0.136885	0.205541	0.223352	0.070747	0.104982	0.079201	0.097799	0.094644	0.106160	0.091894	0.158653	0.152154	0.109879	0.092338	0.137772	0.058592	0.073663	0.282966	0.095258	0.168493	0.105872	0.085924	0.112662	0.115231	0.097049	0.072521	0.102410	0.102468	0.187878	0.143437	0.052226	0.109839	0.113771	0.270664	0.052765	0.159522	0.091160	0.168671	0.044585	0.038318	0.136514	0.051345	0.079147	0.151651	0.069275	0.143658	0.115985	0.021660	0.308201	0.122457	0.028198	0.244951	0.051891	0.063317	0.024954	0.029707	0.215536	0.140173	0.158922	0.029274	0.166603	0.052918	0.135910	0.200260	0.098498	0.142654	0.169892	0.190961	0.239131	0.040647	0.048860	0.028225	0.012151	
01800	-38.466338	1.237173	0.566510	0.119109	0.190617	0.173210	0.153671	0.176405	0.436892	0.653646	1.565531	1.449892	1.024873	0.441652	0.458746	0.800504	0.552042	0.509178	0.722019	0.185156	0.680346	0.131488	0.618827	0.236205	0.380330	0.375332	0.290856	0.762193	0.434717	0.237611	0.320898	0.518566	0.553338	0.602011	0.435704	0.319301	0.622352	0.219673	0.263576	0.125956	0.283891	0.306934	0.234117	0.244426	0.283943	0.285029	0.185246	0.220849	0.274235	0.106918	0.174344	0.481151	0.216844	0.259483	0.214471	0.109576	0.226436	0.295447	0.327321	0.161973	0.388651	0.223984	1.004231	0.537715	0.238079	0.473312	0.241489	0.947574	0.263257	0.594250	0.561490	0.324999	0.165980	0.086062	0.299328	0.156812	0.143992	0.546995	0.146018	0.387796	0.330702	0.216682	1.104170	0.525293	0.144069	0.586368	0.201615	0.183208	0.118136	0.119828	0.649682	0.390269	0.388115	0.155436	0.364050	0.134147	0.298377	0.384421	0.096574	0.253836	0.229250	0.330452	0.444155	0.063017	0.179288	0.098943	0.036494	
01900	-58.848611	2.056482	0.692251	0.220997	0.215358	0.296069	0.234702	0.293638	0.417397	0.892625	1.776823	1.600610	1.131358	0.525616	0.508948	0.808800	0.654710	0.685994	0.908841	0.236100	0.950818	0.220583	0.894667	0.448057	0.352336	0.621947	0.438736	0.938727	0.494539	0.262408	0.401025	0.688134	0.669574	0.697446	0.532207	0.444863	0.821567	0.273079	0.304863	0.213118	0.419925	0.574111	0.336893	0.293610	0.387720	0.372783	0.251011	0.271748	0.410834	0.134992	0.253444	0.721868	0.324834	0.399468	0.277051	0.163526	0.314278	0.385121	0.395086	0.255675	0.477602	0.320705	1.185801	0.697262	0.311691	0.603669	0.303684	1.383111	0.363012	0.814646	0.725112	0.547495	0.210599	0.127677	0.419414	0.217332	0.227933	0.776818	0.239057	0.599480	0.446200	0.264262	1.520962	0.700389	0.218648	0.960919	0.325820	0.252709	0.203615	0.170562	0.986870	0.582906	0.525844	0.246078	0.561873	0.199672	0.484540	0.426410	0.105563	0.320239	0.238943	0.318356	0.624039	0.137965	0.244672	0.121065	0.050084	
02000	-149.923805	4.754338	2.190004	0.537323	0.582485	0.665488	0.528877	0.587281	1.089032	2.189094	4.835973	4.261987	3.140317	1.609127	1.559031	2.807228	1.498295	2.050174	2.215211	0.580410	2.726934	0.558098	2.435522	1.053882	1.259911	1.253026	1.011554	2.865820	1.373553	0.781246	1.150132	1.871829	2.198793	2.153928	1.225357	1.449674	2.065124	0.658920	0.715566	0.471208	1.231433	0.973782	0.767791	0.755171	0.932207	0.844106	0.521221	0.697468	0.944164	0.297647	0.525802	1.684103	0.857556	0.985730	0.795815	0.398072	0.836556	0.937158	0.992491	0.538439	1.248347	0.790434	3.927763	2.146690	0.906426	1.789407	0.769384	3.654792	0.981376	2.013844	2.092531	1.422065	0.562745	0.317064	0.929209	0.570812	0.483260	2.237259	0.623101	1.663178	1.248128	0.804465	4.375400	1.940676	0.552997	2.382401	0.859001	0.688926	0.523360	0.394995	2.627094	1.494278	1.406965	0.783443	1.349998	0.509336	1.275468	0.966308	0.155468	0.764532	0.422740	0.754749	1.407474	0.209106	0.756960	0.346168	0.120852	
02100	-320.920403	12.438984	4.971884	1.216330	1.152099	1.220766	0.895819	1.112395	1.893286	3.549988	7.819372	7.169595	5.127570	3.130797	2.776955	5.511798	2.610782	4.491630	3.413366	0.781110	5.609330	1.071491	5.682741	2.014388	2.381391	3.357788	2.123395	5.675879	2.473019	1.805474	2.446893	3.634670	4.387613	4.230896	2.213390	3.400708	3.362947	1.172935	1.178675	1.297148	2.772722	2.692831	1.511548	1.409657	2.070317	1.544603	1.114152	1.226567	2.066686	0.901326	1.079920	5.474762	1.775331	2.316040	1.498571	0.856130	1.925371	1.554119	1.855570	1.013536	2.198459	1.435870	7.308785	4.551350	1.741936	3.274019	1.514182	7.230082	1.867059	3.557224	3.813464	3.820915	1.022133	0.589875	1.795402	1.165278	1.100120	4.838563	1.364053	3.946146	2.590226	1.556523	9.720466	3.743842	1.014925	5.098839	1.447462	1.245674	0.943985	0.628312	5.688948	3.343486	2.582306	1.709425	3.443952	1.078985	2.624259	2.099485	0.296586	1.174709	0.985016	1.699897	3.254857	0.497759	1.594268	0.669195	0.216470	
