step	inflow	LPA	LPA1	LPA1_1	LPA1_1_1	LPA1_1_2	LPA1_1_2_1	LPA1_1_2_2	LPA1_1_3	LPA1_2	LPA1_3	LPA1_3_1	LPA1_3_2	LPA1_4	LPA1_4_1	LPA2	LPA2_3	LPA3	LPA3_1	LPA3_1_1	LPA3_2	LPA3_2_1	LPA3_3	LPA3_4	LPA4	LPA5	LPA5_1	LPA6	LPA6_1	LPA7	LPA7_1	LPA8	LPA9	LPA9_1	LPA9_2	LPA10	LPA10_1	LPA10_1_1	LPA10_1_2	LPA10_2	LPA10_3	LPA_1	LPA_1_1	LPA_1_1_1	LPA_1_2	LPA_1_2_1	LPA_1_3	LPA_1_4	LPA_1_5	LPA_1_6	LPA_1_7	RPA	RPA1	RPA1_1	RPA1_1_1	RPA1_1_2_2	RPA1_1_3	RPA1_1_4	RPA1_2	RPA1_2_1	RPA1_2_2	RPA1_3	RPA1_4	RPA1_4_1	RPA1_4_1_1	RPA1_4_1_1_1	RPA1_4_1_2	RPA1_4_1_2_1	RPA1_4_2	RPA1_4_2_1	RPA1_4_3	RPA3	RPA3_1	RPA3_2	RPA3_3	RPA3_4	RPA3_5	RPA4	RPA4_1	RPA4_2	RPA4_2_1	RPA4_3	RPA5	RPA5_1	RPA5_1_1	RPA6	RPA6_1	RPA6_1_1	RPA6_1_2	RPA6_2	RPA7	RPA7_1	RPA8	RPA9	RPA10	RPA10_1	RPA11	RPA12	RPA12_1	RPA12_2	RPA12_3	RPA13	RPA14	RPA15	RPA_1	RPA_1_1	RPA_1_1_1	
00000	-481.361315	14.940519	5.562250	1.585209	1.492199	1.315923	0.930264	1.167077	2.147980	3.865648	8.239358	8.004244	5.658004	3.486303	3.159658	6.303434	2.925397	5.203902	3.792412	0.821279	6.621979	1.200289	6.682242	2.285775	2.685523	4.197942	2.477189	6.484096	2.776439	2.113687	2.888007	4.223959	5.076952	4.824102	2.492382	4.139076	3.774955	1.314390	1.269592	1.595557	3.247380	3.443456	1.733850	1.613636	2.407175	1.712588	1.330752	1.328601	2.457852	1.152189	1.281602	7.312131	2.057656	2.896960	1.767700	1.086867	2.116773	1.685084	2.054309	1.149487	2.412239	1.503706	8.127487	5.306610	1.934031	3.581950	1.702238	8.121405	2.101835	3.843212	4.242496	4.766929	1.129427	0.649140	2.053739	1.339540	1.259754	5.718729	1.580310	4.802520	2.986038	1.777074	11.197672	4.223468	1.122715	6.136681	1.534966	1.386629	1.057573	0.669917	6.409897	3.956743	3.081438	2.067917	4.404197	1.356675	3.262426	2.749399	0.373491	1.421915	1.277450	2.119267	4.188597	0.691325	1.802728	0.748589	0.239352	
00100	-481.361315	16.832085	6.156823	1.556745	1.460099	2.449571	1.911163	2.327176	3.690939	5.396125	13.137583	11.455380	8.752564	5.343668	4.823566	10.275428	3.951769	4.728981	8.340254	2.010763	7.946710	1.834377	4.284796	1.351393	4.679722	4.761384	2.083462	9.211614	4.157702	3.017250	3.365953	8.349137	5.908437	6.174673	3.516754	1.860429	7.201101	2.350459	2.479205	2.004863	2.767115	4.015566	0.822841	2.689649	0.843255	0.211835	0.779830	2.700732	1.252293	0.125432	1.625586	8.118043	1.652611	3.284700	1.128347	-0.102043	1.800527	2.142875	3.440143	1.268208	4.443717	1.625817	11.820503	6.457836	2.556607	5.261018	2.130701	9.456256	3.058160	5.423246	6.444004	3.583793	1.797820	1.032183	2.727495	1.311811	1.787927	5.718855	1.536243	0.552568	2.186660	2.657415	11.311539	5.528170	1.263172	4.946929	2.339467	2.857714	1.389326	1.190284	6.202539	3.400170	2.211834	1.248441	6.648621	1.786218	3.126392	3.647082	-0.094717	1.930327	2.365482	1.071011	7.440121	0.906108	0.950202	0.748523	0.370369	
00200	-614.957842	32.766272	9.507024	1.782863	1.980266	2.445722	1.660938	1.910631	3.926218	6.741942	13.409995	11.428845	9.795303	4.780093	5.673114	11.971282	5.319721	9.868440	7.366650	1.712645	12.112664	2.148280	8.896135	3.221694	4.939794	3.962556	4.066455	11.344000	4.827129	2.964638	5.235018	6.900553	10.591452	8.690006	4.411172	7.992587	5.807148	0.912353	1.911142	1.879337	2.615335	7.909502	2.117415	2.367166	3.120516	3.531488	0.527130	2.404484	2.925063	1.060739	2.158487	11.409805	3.987861	4.836743	1.783301	1.804321	2.837013	2.839457	3.235253	1.037290	3.491521	3.696269	14.707197	9.434946	3.495255	6.264270	1.667119	15.338607	3.422279	6.847492	7.575920	7.892621	1.915102	1.099687	2.524244	1.793417	2.244010	9.989083	2.895946	9.391212	4.295334	2.727917	20.010308	6.889563	2.119062	11.004846	3.302138	2.840606	2.335933	1.528974	6.305547	2.507025	4.078730	3.422771	6.416297	2.482400	6.620916	4.950291	0.786560	2.755980	-0.118003	4.265512	5.869859	0.957010	1.726668	0.903831	0.491396	
00300	-633.961578	39.886088	7.499492	3.533329	3.342843	2.584882	1.941650	2.289768	4.057121	5.641585	15.543329	15.241511	10.192242	6.816286	6.192549	12.797385	5.032111	9.068492	6.499258	1.180151	12.243910	2.331213	12.765800	4.501047	5.013893	9.680886	4.747842	11.881444	3.752147	4.352866	5.400368	8.394408	9.021775	8.913556	4.176559	9.116838	8.045470	1.634630	2.047155	2.891261	5.585624	8.168367	3.599340	2.725372	4.668349	3.414761	1.110728	3.116246	4.619362	1.499227	2.357890	19.662059	4.654673	8.702936	3.875634	2.544475	2.927671	2.327242	3.995419	1.766999	4.934471	3.211623	16.008806	9.238127	3.709611	6.597433	3.321323	14.426787	3.121200	6.834858	7.785291	12.490822	1.882513	1.301446	3.312482	2.075435	2.537965	10.119028	1.768113	9.681051	5.157993	3.038726	21.750376	7.614373	1.958257	9.502078	3.384741	2.857960	2.175189	1.395659	13.762385	5.900588	4.725647	3.743858	8.753041	2.237048	5.955193	2.781971	0.583237	2.545022	0.006006	6.038697	6.915024	1.365122	3.504945	1.547762	0.508508	
00400	-558.379443	22.247825	8.983326	3.342551	2.030432	2.864075	1.715708	1.961214	3.627135	7.206644	13.886174	13.289728	9.796930	6.315865	5.735874	11.196630	5.232497	10.580541	5.741583	0.952560	12.824703	1.957657	15.097815	4.931416	4.588352	5.919812	4.303000	12.051299	4.732508	3.651983	4.835170	7.438301	8.532777	8.736065	5.011515	8.941250	6.792917	2.406628	2.250331	3.248532	6.856784	10.086667	3.363770	2.165918	5.637676	3.592186	1.208746	3.563738	4.120002	2.380389	2.932522	16.774662	4.975843	4.878780	2.190836	1.748624	2.531214	1.577352	3.084560	1.639068	4.109271	3.841628	14.443442	8.969879	3.583060	6.202690	2.425774	12.043340	3.384075	6.790604	7.894450	10.017234	2.326576	1.538457	4.293775	2.774642	3.444251	11.013552	2.557794	7.886980	5.122129	3.171797	21.567503	7.477014	1.876913	9.114699	3.172159	3.020232	2.244257	1.251211	12.443561	6.486325	4.934362	3.696297	9.592856	2.321171	6.104131	6.348825	1.066933	4.537114	3.499206	3.846681	11.626409	1.819777	3.095060	1.376450	0.445166	
00500	-449.672716	26.824563	6.832279	2.697809	2.752735	2.727456	1.665050	1.930603	2.513000	5.357067	11.849159	11.158734	8.200552	4.717092	4.448577	7.897594	5.289514	9.121700	5.486585	1.462387	10.007565	2.146983	6.875982	3.680647	3.996251	4.860488	4.279800	7.880911	4.946365	2.986084	4.714808	8.125866	7.817427	5.975537	3.915048	6.564488	5.701045	1.679887	2.107625	2.797202	6.168277	7.875586	2.470838	2.271489	4.628167	4.726805	2.694039	2.068787	4.631558	2.390428	2.235282	15.642571	4.845100	4.394204	2.167364	2.160599	2.946905	2.215354	2.950987	2.277008	3.208514	2.918631	10.896835	7.536826	2.582209	4.798239	2.716854	10.488633	3.154817	6.074000	6.038694	4.982882	1.808044	1.186021	3.403073	2.155669	2.904213	8.429345	1.885708	6.357225	4.569007	2.454168	15.014736	6.396402	1.986838	12.167126	2.561769	2.236095	1.857369	1.026755	10.708744	5.636980	5.572607	3.183548	6.270359	1.702611	5.401562	6.092464	0.561964	2.431566	1.677313	3.619635	8.388258	1.647113	2.334373	1.194978	0.400827	
00600	-320.738002	19.649290	4.631640	1.505194	1.515770	1.672406	1.003937	1.260366	2.107342	4.648167	9.076442	8.248806	5.744433	3.290886	3.140413	5.530311	4.114029	5.138644	4.924283	1.254949	8.073444	1.612654	7.710181	2.819403	2.205753	5.225304	2.924875	6.505485	3.477033	2.234964	2.681023	3.717181	4.527571	4.742820	2.916993	4.261163	4.274186	1.070737	1.357157	1.776744	2.932806	5.905732	2.221411	2.151274	3.157485	2.406356	1.198287	1.321160	3.970887	1.676487	1.989122	10.007961	2.470114	3.231466	2.500985	1.279730	2.140894	1.777169	2.057614	1.439326	2.570473	2.355040	7.484725	4.414043	2.016358	3.796225	1.748562	8.991088	2.413069	4.641754	4.382583	5.381251	1.370420	0.947354	2.814014	1.957482	2.120619	5.627309	1.677869	5.327815	3.582750	1.751188	12.036521	4.535424	1.363613	7.474501	1.992852	1.783464	1.513323	0.938124	6.773810	4.106532	4.357242	2.108474	6.094689	1.864626	3.865636	3.711475	0.307469	2.411937	1.640570	2.123389	7.247891	1.132805	0.906323	0.780348	0.316388	
00700	-187.120269	11.560085	2.089436	1.153573	1.408906	1.322138	0.905773	1.249198	1.308330	3.297205	4.816972	4.673324	3.235436	1.681946	1.568190	2.089285	2.582947	2.548712	2.986812	0.956713	3.255717	1.290723	5.074584	2.151294	1.003559	3.205152	2.067165	3.290346	1.874681	1.120190	1.735037	2.029510	1.918462	2.499474	1.755391	2.695618	2.764370	1.157364	1.389296	1.386056	2.212615	3.247867	1.439614	1.346830	2.015289	1.765102	1.474275	1.356542	2.305361	0.911337	1.269501	6.795602	1.589036	2.700356	1.606082	1.120063	1.225137	1.146180	1.189691	1.174385	1.379260	1.512681	3.782526	2.275726	0.754457	1.862243	1.253878	5.259305	1.052270	2.980959	2.496761	2.699777	0.822125	0.534090	1.856439	0.877541	1.412039	3.079380	1.047893	2.759590	1.980872	0.811907	5.322168	2.732005	1.051724	4.555854	1.197134	1.254518	0.924526	0.644958	3.351763	2.348607	2.093440	1.392195	2.862399	1.195888	2.345663	3.686849	0.480139	1.655521	1.364137	1.170001	3.963421	1.144108	1.035631	0.483558	0.195648	
00800	-75.678760	7.089710	0.409045	0.269953	0.569321	0.679158	0.456931	0.568615	0.427161	1.614251	1.768755	1.101364	0.837842	0.432258	0.249158	0.183624	0.955982	1.288318	1.779256	0.675541	1.622198	0.643791	1.735170	1.059864	-0.049893	1.008512	1.223833	0.768784	0.604464	0.589029	0.875890	0.975989	0.015687	0.329443	0.879812	0.328925	1.562944	0.720770	0.802008	1.025472	0.974290	1.724243	1.014113	0.831385	0.912660	1.384893	1.033229	0.477474	0.903400	0.483573	0.658139	2.735474	0.613356	1.358022	0.774205	0.625470	0.498653	0.730102	0.614891	0.684500	0.549466	0.478826	-0.068672	0.549154	0.333070	0.509420	0.694034	1.949748	0.448502	1.348314	0.276724	1.527195	0.274958	0.291480	1.352379	0.416179	0.905920	0.976018	0.557945	0.853251	0.756961	0.294260	1.158419	0.741026	0.373526	2.309923	0.564680	0.509402	0.506859	0.338310	1.413339	1.120086	0.757739	0.639091	0.849869	0.567500	1.386161	2.521766	0.189269	1.030157	0.801077	1.121854	2.899058	0.830587	0.437166	0.195908	0.085975	
00900	-28.277980	3.374947	0.082921	0.166554	0.444910	0.462995	0.253439	0.340774	0.192855	0.313271	0.002131	-0.348946	-0.019596	-0.162152	-0.058980	0.011221	-0.268066	0.453650	0.801362	0.250303	0.144294	0.166728	0.293823	0.631602	-0.020083	0.221686	0.521571	-0.203762	-0.121497	0.203808	0.137038	0.265074	-0.458565	-0.466499	-0.013513	0.116145	0.717253	0.181002	0.370390	0.477888	0.125422	0.940101	0.519444	0.508271	0.538676	0.799622	0.649135	0.211836	0.439496	0.374733	0.031532	0.870965	0.298127	0.487576	0.422040	0.270380	0.274160	0.357722	0.103550	0.348392	0.092605	0.277688	-0.781318	-0.463821	-0.101310	-0.272458	0.049382	-0.289118	-0.089226	0.073154	-0.406513	0.560713	0.174211	0.127410	0.641011	0.247285	0.339949	-0.100694	0.134318	-0.219917	-0.058293	0.023994	-0.560890	0.092248	0.117164	0.815786	0.182563	0.218553	0.147619	0.143288	0.215397	0.300919	0.329553	0.170780	0.990825	0.291460	0.590902	1.267692	0.210532	0.611779	0.741308	0.627890	1.347966	0.140420	0.198712	0.099452	0.076482	
