step	inflow	LPA	LPA1	LPA1_1	LPA1_1_1	LPA1_1_2	LPA1_1_2_1	LPA1_1_2_2	LPA1_1_3	LPA1_2	LPA1_3	LPA1_3_1	LPA1_3_2	LPA1_4	LPA1_4_1	LPA2	LPA2_3	LPA3	LPA3_1	LPA3_1_1	LPA3_2	LPA3_2_1	LPA3_3	LPA3_4	LPA4	LPA5	LPA5_1	LPA6	LPA6_1	LPA7	LPA7_1	LPA8	LPA9	LPA9_1	LPA9_2	LPA10	LPA10_1	LPA10_1_1	LPA10_1_2	LPA10_2	LPA10_3	LPA_1	LPA_1_1	LPA_1_1_1	LPA_1_2	LPA_1_2_1	LPA_1_3	LPA_1_4	LPA_1_5	LPA_1_6	LPA_1_7	RPA	RPA1	RPA1_1	RPA1_1_1	RPA1_1_2_2	RPA1_1_3	RPA1_1_4	RPA1_2	RPA1_2_1	RPA1_2_2	RPA1_3	RPA1_4	RPA1_4_1	RPA1_4_1_1	RPA1_4_1_1_1	RPA1_4_1_2	RPA1_4_1_2_1	RPA1_4_2	RPA1_4_2_1	RPA1_4_3	RPA3	RPA3_1	RPA3_2	RPA3_3	RPA3_4	RPA3_5	RPA4	RPA4_1	RPA4_2	RPA4_2_1	RPA4_3	RPA5	RPA5_1	RPA5_1_1	RPA6	RPA6_1	RPA6_1_1	RPA6_1_2	RPA6_2	RPA7	RPA7_1	RPA8	RPA9	RPA10	RPA10_1	RPA11	RPA12	RPA12_1	RPA12_2	RPA12_3	RPA13	RPA14	RPA15	RPA_1	RPA_1_1	RPA_1_1_1	
00000	95681.0743060879	21578.387509990804	29774.213681765912	23242.73045983259	18470.172993892167	19086.847136500648	19814.72528373538	19134.314171291626	24392.924417037335	22793.596400831753	27835.904189808574	28611.67469609685	28557.636027186414	30239.384364705464	31330.89884231537	35619.26538548953	24769.88838909193	27407.18056422545	21961.754857333188	20278.250300495216	27908.138072277503	23329.132753193855	27092.94314067958	21203.173488029992	35563.94432084662	22572.827912936762	22690.81801182456	30227.56848715509	27591.844416740874	26841.087865002115	25775.466144190217	26900.490623595902	35248.68304644365	33018.829983249576	24466.845891650577	25549.91683928779	22584.924417609436	21270.604710532818	20833.553689775857	18421.06241980527	25298.86448571098	20598.01144018681	21681.297411647585	21417.778156262328	20739.030084918944	18783.465367524157	17094.511381052394	23313.84511574795	22844.248652469734	17862.633101592284	19359.679043591197	21681.97844679364	20032.57464195911	19136.169726353568	19411.240582122813	17875.82640694226	21726.52143235723	20114.72291975802	22800.27340413884	17773.81406105458	23159.747012136748	20247.485562632697	33707.5087985198	33381.192408253264	30121.217120391662	30531.967540810154	23553.61453301127	27248.925690904216	27498.71321505943	24212.396734149796	30195.884715800068	21987.60332517682	22258.284004915593	19826.117440401504	18043.848282852574	20626.690469688696	18612.67702451395	28608.20692499828	21926.559703660663	28062.299589378592	26981.36754379196	28114.71766942028	30954.382965686273	27876.28273694657	23807.211426000904	22488.901526680675	23128.048639287485	22914.848073710324	21800.29675057796	20280.46308891838	26130.826289706718	24017.400730759386	25055.678285209193	26615.981746537636	24721.084289813487	23262.606829838343	22508.87968280668	17465.845418277022	17458.985980410987	18218.12887882796	17771.84898622225	22116.962322935913	19762.85680558273	18507.023966324934	22918.342387128847	22790.767777170946	20149.202745512142	
00100	171181.74968802562	28861.573987813365	39716.336903339274	32419.677247526903	21957.13052864364	22200.555963829484	24134.224097009454	22579.38726664985	36696.54680549939	27926.87381505718	41723.54527905096	44882.410247477324	45229.40480431662	42809.831213913785	47887.55093812376	59123.78691381095	32346.528995322922	37560.397595698836	30315.694015765515	26494.420549064856	36098.56385157472	28488.681663889405	33712.1245792315	23905.180938145066	55744.04738139619	30157.016947011263	29845.024996562624	43694.62424357755	39400.223650935	36434.978628861616	33617.83857470196	40208.94816373826	55522.91474504709	49586.39091289782	33376.31581805019	29660.666472710345	30337.914831701964	26384.510376348517	26104.00889865217	18938.100007547742	29688.93118708782	28983.272246207605	27749.69263315082	27652.883359030442	25302.953953044824	22255.193485262345	18125.748046394583	34717.17341430499	29374.004094135664	19045.19360522859	22578.211928469147	33239.12255266281	24267.189433694104	24859.314641637047	23381.249523400373	20544.36161253707	29116.075725453822	24401.07093939048	32246.840505127926	19291.737727910237	30968.97165004169	25371.55431705591	55477.69770096843	53713.491793983296	45784.88687782805	46150.63660066506	30368.29851046699	39102.95546015562	41538.03232039346	33330.4764017329	48353.88408669121	27470.315657158182	28437.777892762435	24995.167795901296	20596.992887453398	24744.715228472603	21460.85501267963	38092.18753866954	25989.033991865195	34803.12701888858	34887.21328806235	40466.924702098106	47253.25299712276	40936.60721177703	30276.62655570551	29212.643536971274	32229.66566056408	34098.68344049005	28281.15951708194	23846.61712010617	36961.97721992039	31352.80983965184	33567.12616381851	34586.333545807494	35605.8838115734	33283.06102707265	29621.670118947495	21972.110734322403	18922.37968119839	21658.94330552447	21659.27835268636	28857.26058761729	25745.20619578687	19775.102111480748	26271.583404889952	28457.993883123978	27636.044614572333	
00200	234543.60433528933	34700.87948726763	54689.958896079006	37783.83400369605	24086.390901432183	27206.460456437493	27484.737539377726	26548.305499495462	41889.791076964546	32809.191670234235	47643.05181989754	51011.73925918553	51568.73669647026	52573.941978675924	58752.148183632744	72550.11672011919	39183.78370434738	49505.25919735809	37033.09567558565	29673.322563584785	46684.54233926239	33858.30623958526	35976.10208002541	29491.67155432178	70964.1933136913	33622.297682645105	35799.48761171456	53396.94228353949	47816.6515048976	49311.834955564955	44545.938431906485	53348.732849339045	73341.95014615134	62774.15903924383	38848.318291505784	39989.614104503664	38258.92202113257	29050.075434406655	29213.665946831483	19005.863486552447	36869.36069651741	30969.111546021137	34867.775439095494	35564.227760048765	31304.39614458926	25875.012230421136	19269.425971126373	43779.98453233676	35529.8661600542	21297.844295646046	26204.503812980784	36326.00825300336	30346.887121460582	28251.231167397076	27500.767392530142	24448.63421332064	35046.045713528554	28636.047283415137	39291.63188437534	20954.130017009342	35868.706185726194	30611.6432059448	68489.05420833005	66902.92934320365	56533.550033380314	56769.72041263603	37017.14573268921	46192.679165548696	49026.17038468294	38747.249458468716	57220.75175364097	34074.21429289713	33359.81262531531	28326.181263069844	22320.957977562834	29165.774212634264	23958.680743871515	48415.64137583355	29645.62192523727	47593.12211880646	44368.666872443864	50526.28854448425	58565.39641943734	48687.00595467829	35892.422552106764	32114.296579462276	37741.42587827808	36657.24158355693	32859.08406113537	28736.630225613804	40066.1943943456	32492.136959203148	39168.11950500884	43842.02764095729	39697.06834050693	39128.25378173083	34743.74835996636	23427.89213315048	21481.60428269637	24814.589912503816	21582.837915889537	34337.30489439554	28197.825826648408	23832.165388010046	27046.200614633704	32366.31054068815	33601.957233368536	
00300	252221.17787593682	42947.4696623323	59822.84460327839	44306.90384824437	27516.41391112047	30124.8596526482	29559.763172657833	29103.677251513625	45438.203935840414	36395.43997309033	52256.934990563495	56316.78435007652	56418.58191377134	62548.710141334	66693.79141716567	82489.4697340842	44657.82641142944	56582.90924467892	38192.544409903414	30754.092792922733	55532.95597555273	38466.8905758193	54529.769069545895	33350.05687237526	81296.1218206963	41453.63171383194	40560.17294101471	60472.24015223597	53422.983472840606	59013.87452391028	52537.57815561385	61359.319459881284	84651.53838908735	72966.21503350083	43831.661438223935	51038.959851041545	42631.18479326497	32250.950588816602	31401.138506217885	21528.71746295318	44650.51778896217	38713.13462798394	39602.675424873785	38165.288895263366	36326.7187911539	28875.61959313466	20910.364174755447	47446.51993148552	44066.687343524485	23970.436004229006	29148.796097106133	48546.59850913487	35456.50276046791	33527.11820628731	30725.566710522784	29307.228662443704	39729.56403206572	29148.027708024198	41630.1032519435	21748.736713318016	39850.60066088138	32460.14288747346	77507.17518305645	76983.0878248543	63676.188710036346	64457.62322400241	42092.606431159424	52715.72290045614	55610.48621113648	42778.54940431559	65402.917964203705	43562.33201488285	39120.51924196365	32579.54947720619	23398.026027797343	33988.6633897688	27991.878850380388	57657.28598272188	33531.11456517529	61018.667451409805	52028.097461223864	57577.49974413334	70191.31754848678	55498.07859623973	40854.05660518819	39328.454513612094	42054.638891637806	40981.66324102668	37147.22623940405	30472.25613802256	50512.81951417662	41904.812888361375	40441.88406010607	48834.70742307469	47546.87513151602	44195.73842757904	40775.33528775682	25191.610584715123	24031.690320722104	27078.260479194225	25156.86005655496	40228.72658768974	31059.510611100242	28615.54491139928	31600.56103403082	37484.47482250137	36303.035638859554	
00400	223799.3354607112	45522.19621509664	61748.74607111452	45775.47467115991	28002.880607624265	31015.339141667864	31804.308419281064	29786.026677598387	47156.52712629734	38569.734664546515	53452.81733081693	57448.59189259807	57724.60316828944	67909.35871913854	68971.16558882235	84236.41617212555	47136.70467963299	64805.41857795856	37589.68399578106	30918.010865907014	62252.86294367129	42097.488057767085	62203.24734836456	36079.646166986975	83038.44068306175	46532.00992636442	42912.387240478485	64858.681103710755	56863.36295636687	62914.776608125256	56388.454820177336	61288.006597772364	90472.00922377394	77244.4222301986	46001.30957408301	55668.8159897591	43775.13177510465	33835.56946388866	32484.82813314469	24560.106548921933	50209.37559296541	44740.784366757944	39446.69629524283	39049.77446304995	38555.615594205534	30501.09876065066	22614.84876350495	49482.32964808471	47657.14968631262	26323.816198378878	31688.807852409336	53111.55124294224	37366.20088553624	35120.93636771455	30699.325940445186	29437.662590165135	39971.92775274944	29413.232707453488	42418.88123654148	23047.783921697355	41929.75130477749	34533.18853503185	80083.1179631525	81238.8744369192	67368.49187745717	65860.52573307134	44196.3554247182	54489.592057955466	56433.4931202061	43501.88340414897	67625.23028530087	47754.73906412363	39902.19520082788	32958.73400250941	25554.619032075178	35150.61610231204	31010.954792899407	61627.783061023394	35385.81992058881	62005.203065973175	53691.77760629678	60095.4052196798	74454.72638267263	58316.58157357887	43306.779277252965	40510.82304273256	42366.309005442854	41873.22978788032	38009.14326997174	31263.813868613135	57663.16899829393	46086.667039028136	43399.67386564526	54922.50310019122	55686.39717838355	50026.876582483936	45439.68410428932	28493.75961850143	25635.752352602267	28664.047792247435	27571.701672582876	44133.341629533024	36037.709684993155	31300.53004277276	37292.13680119311	41107.70791916986	34928.20248152059	
00500	170389.94464404645	45208.6741536822	59349.05174629659	46960.235188607454	29131.67725884583	30750.055002153007	30606.05691969102	29552.964776740668	43357.76337781372	38512.04791755856	50736.442793205715	54819.64932624952	55155.85346661363	64094.447486805286	64504.77361277446	77267.4205661759	46888.84205280241	62461.81174362176	37531.29911457755	30341.748449444684	59350.42860137718	41458.471887921994	57768.64672912036	36329.69687047714	77484.08135409777	45162.719029743	42560.50790595353	62119.20782112274	55280.27138023153	58985.47079983072	53516.02271444227	60466.28486296025	84326.30126664502	72694.94696697773	45102.01182432433	57084.033422553235	41001.633043370006	33505.270732109035	32755.09773624246	27743.065615014973	51357.83232095338	45789.5175298604	37054.39895470383	36965.852916920645	39244.45903909905	30706.589730523054	23811.44731414732	47396.00918716911	46037.21872698889	27555.024957549736	33326.15118718572	53833.793741472444	39507.29386684159	32561.085096104074	30917.50200037591	29268.942916773463	40074.18149595866	30028.18105809839	41714.43771670499	25179.938706693327	40419.19826441432	34695.61521585279	73860.03141484922	76117.30798550953	63793.62673392182	62525.44823155985	44751.47675120772	53134.796874161526	54796.63873763101	43284.47498542031	64264.551099367745	43937.51970971743	38810.32552874975	32606.013550815558	25267.747315614957	34967.90706353541	31656.77017751479	60083.51169825157	35192.79052876235	58617.59676977827	52102.721390539395	56547.34944074859	70687.71396792412	57296.83235926558	43452.53538761434	42161.61095006884	41264.22023750619	40289.012403179266	37719.99088106859	30945.914648307895	56705.42226013486	45883.982289557585	45522.119298762525	52992.06298893202	50130.89151123864	47117.58969032007	44277.23078216989	28758.750741802764	24036.755713462648	28807.89757350697	28194.633235064073	42997.75937398109	35670.210839366075	33514.16518433023	38891.06476250734	40384.105406881485	33332.23970432946	
00600	103677.07986159214	42235.62931753139	52075.06198281888	43885.150777258394	28118.751842881215	28867.335381082245	28499.38251413283	27919.424854944504	38201.57480792559	36121.09618677757	45479.14747910488	49020.70410969131	48949.081749476856	55361.20728985867	56514.41369261478	64731.0394706937	44398.88527104045	53061.228891886996	35217.023120905964	29909.080773114092	53006.8155166019	39753.43232734679	50522.06765639886	34741.93029159845	64382.69791353496	43000.35440730581	39182.43132132545	55323.087706945764	49475.69567230633	50302.9165785019	46107.38186165443	52129.75408517984	70158.7855472556	62750.591289782235	41505.56307311776	49795.8917490981	37642.85407945722	31772.81363748662	30642.30456474793	28301.98128160616	45089.632216822865	40187.44038839518	35331.94236649363	34869.597870128004	36052.58780255211	29474.719515675326	23069.83697564852	42220.115955569396	41833.24526523519	29034.126645948803	31961.60984381764	47232.534803491995	35219.95083087351	30672.365195486385	29304.727465564	27963.13862546227	36078.24917185637	28491.78421413081	37134.83590641994	24989.263585091463	36704.07569253574	32297.47508846426	63081.09505157074	65293.14118758859	55826.166679029746	55202.33339631197	40922.950533413845	47751.40807620071	48538.541659347735	39860.81431725402	56292.2920323362	40087.80002011196	36568.744001034866	31341.985361773317	24052.134004501175	33556.05434188968	30706.70052409129	52729.29643209056	31977.373813674218	55288.51012866137	49630.83470946832	50468.83361356824	61182.603966858485	50636.025197110874	39997.71375018744	39726.69712781119	38356.08169223157	37220.57596314484	35157.79392499357	29150.715494359654	51058.77658623771	42063.11566478159	44158.03977607543	47052.33945645245	46114.118388330935	43430.932740375254	42840.560062477474	27408.98427876823	22847.53293643173	27040.65838335538	27881.544792732086	39490.11643661921	34633.90438922585	32314.987914997622	34662.9445925792	36466.275150191155	30308.679514255546	
00700	53378.627183435805	35676.09720945022	40696.268517057106	36004.65643004674	25745.515269587195	25706.845069613893	25812.019764380962	25360.00460393542	32117.309745248687	31868.662482416978	37624.82827716365	40222.70445807568	39486.10357470211	43203.96673869151	44111.742674650704	47813.46627440086	38890.65121271756	41956.1493526107	30531.75111024759	27504.377614308378	42209.660947251294	34822.02672344628	43466.10281041601	31186.280992715972	47603.41320425711	37372.9599335836	34272.64207342224	44270.52582302569	40857.196901157615	40592.814589504866	38324.31096204297	42317.21517251165	52266.39545306918	49234.54564489112	35681.03845921815	39641.66249272664	32356.683665053453	28287.041340690113	27994.13113411274	24909.250358517627	37505.09290755525	32627.518537806376	31125.035376519943	31420.859155939615	31309.881431360976	26535.419279220518	22318.87347448487	35963.67896813039	34862.11042384613	25917.35046294813	28939.969895767426	40919.74466716214	29978.86643161692	27307.277994409746	26722.852455494995	25420.327926476515	30207.097124685304	25127.396558612032	30840.639840870106	23204.623407239415	30974.545474197832	28918.69440905874	47801.32493504448	50171.37965033863	43154.35056746532	43807.45488210399	35356.778784219	39875.852817279316	39722.13595643773	34512.80294509706	44476.29027083137	32549.301494988773	30356.689670784555	27375.277373483896	23733.053052038413	29549.13913162207	28016.64246830093	42715.19296959142	29425.42862676738	44893.65650150561	41783.70298634154	40697.577820016086	48066.18791293692	41101.04683795556	34579.1265557055	32903.08211947725	33398.65873330035	32837.37568976864	31524.102427433856	27431.3999668215	40224.89589731091	35650.50194326142	36553.52242192104	37959.77012226922	40435.06298421807	36322.98636629229	35680.25204854019	25160.57639945144	21969.90234299981	25392.436565266053	24804.931803140607	33639.87856392421	31458.421430900675	30709.158327109784	28735.85230713608	30562.829164391045	26231.767159450894	
00800	26730.523879893968	28900.37390101154	28433.173502288562	27252.400423959123	22234.304286015165	22402.30710492321	22369.24105640185	22190.176810040364	25055.844419733116	26403.866873585714	28435.77129145322	29327.614948177823	28739.28637393425	30573.193368991535	30728.123592814372	31029.80577792368	30462.355508983565	31337.048710255534	25636.055318085935	24372.610510120678	31295.81071100289	28574.295871134975	32468.716306764054	26760.62184734382	30817.312729240577	30132.468380017326	28714.875264677576	31221.18431969553	30507.451967943012	30083.68662716885	29757.676784113173	30349.89389173978	33649.77661578434	33389.53999162479	28528.281400820462	30163.78968928197	25698.909525217474	24716.542617145682	24368.505175366747	22527.883362266337	29115.290581973855	26292.709694760364	26232.235120529047	26057.856215712287	25932.062599336998	23323.26964001794	20268.7565419765	27727.51183431953	27484.809696327055	21893.155896581553	24127.695461054314	31574.340159069983	23886.41827921723	23803.1842196073	22837.513814676582	22527.232104280327	23914.42619583941	21523.461477000343	24170.22613964013	20650.57333412909	24487.35162595349	23759.904670912954	31596.6614242973	32572.574610174826	30286.67650767747	30859.06620314389	27841.014140499192	30467.085081835256	29210.683353826334	27675.585353661583	30936.444622691957	26058.202845841857	24328.141388008535	22987.75374320368	21368.926142903772	24588.69192608775	24492.915232459847	31143.24698091157	25020.89628123184	32693.496632904462	31273.239910486922	29844.615834490825	33216.494831628304	30320.35513039643	27821.1746888589	26929.34196922482	26896.45175655616	26641.312205740902	26254.713395838684	23611.831702057065	30051.903127792673	28058.587935488373	27283.493341190337	29128.078982441904	30421.036178861785	28783.420177887423	28354.374912891988	22770.57881810248	20320.01277126945	22182.01546444196	22539.981078154142	27752.423251095894	27069.395408595843	27415.694140810647	23442.48985402449	24132.971163298746	21854.496832101373	
00900	23711.528311033322	23008.185051178698	19991.774345561542	20019.552396999672	18871.760925652907	19389.334405052392	19233.152505070557	19333.91085393542	19158.199521498853	20704.68985077365	20345.711760582366	20015.72167821727	19939.003441537105	20322.718996847438	19743.10375249501	19616.449809338617	21061.111508676873	22297.159702784884	20970.68852003997	20511.705707005145	22133.645111351216	21984.410788125657	22968.131565576376	21968.91669632477	19576.5430821959	23036.200819376263	22733.34414959439	20824.465842055186	20950.332359750668	21631.89298561151	21876.863945804136	21779.84418379171	19946.335628450797	20013.827560421152	20936.08910472973	21563.674409403	20683.7616906055	20169.733344313598	20213.032727678903	19491.45510352983	21535.985537429136	20912.745812824433	21795.808575695086	21458.63788590484	20982.733277326188	20135.81171266664	18428.133620934324	21113.96885705388	21512.201113369265	18982.997404927435	20139.45352825602	23362.884513416673	19123.16300426369	19844.809603505986	19306.007008028355	19334.392186298563	19148.462733536508	18511.359947494577	19133.452242782583	18065.698158813528	19157.408171458574	19161.99083510262	19227.527163215495	20068.507292487004	20223.81344113938	20303.040659008464	21153.354468599035	21360.186718540383	20571.587973534748	20923.427768057987	19813.558271208833	20880.090906043642	19331.25114804993	19122.415725637806	18741.76585290429	20003.363189513926	20621.96534234996	21654.916657118636	20236.118826263802	22659.28135778812	22126.486148622582	20958.673733460048	21598.4493286445	21265.586177427358	21170.4155045734	21619.90783148537	21102.33562592776	20971.969422366223	20920.62509632674	19955.90925680159	21906.555414737184	21568.119621122205	20932.611196228638	21772.13061366402	23046.415040650405	22526.037914691944	22143.27576594978	20242.774915845905	18698.680238140965	19672.095533624986	20030.07893628542	21915.249465637797	22325.04291397639	22360.359019621155	18982.061237402268	19171.207209175314	18458.719640971485	
